country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire,Bosnia and Herzegovina,Botswana,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curazao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Saint Barthelemy,"Saint Helena, Ascension, and Tristan da Cunha",Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
El Salvador,14173.7,10544.2,9358.1,9472.2,9026.8,12100.8,2804.8,2928.7,6351.8,12385.0,2056.4,15397.4,9871.1,12538.8,1732.1,13812.5,15857.2,3176.7,10450.2,9072.6,378.2,9903.2,3198.9,15433.2,4338.4,2247.6,10238.7,12989.1,5119.4,17770.8,2642.6,16719.9,10869.8,9415.5,13220.2,16717.6,11027.2,4930.0,6957.3,1090.5,11962.1,11435.1,5772.5,14339.6,18404.3,19382.0,1899.7,14911.8,8658.2,717.2,9105.6,10007.9,1455.8,2166.5,11881.8,9849.5,12355.9,9253.6,13972.2,2969.2,2074.4,2093.8,12111.2,0.0,10964.1,13532.7,10028.8,13693.0,13891.6,7800.6,8243.4,10622.4,9891.8,8999.4,7501.4,15599.1,11174.8,7926.9,12114.7,9464.4,9581.3,8548.1,10765.7,7124.0,2963.8,13388.1,262.8,8591.0,8602.3,7973.9,3432.7,1863.5,325.7,15287.8,10234.5,7680.8,15978.4,17132.4,13532.1,12778.8,8169.6,8408.9,12229.2,9922.1,1330.0,12591.1,8627.0,12369.1,12752.5,13979.1,9010.8,10536.4,13332.9,13688.8,16081.5,10094.8,12146.1,13370.7,8714.6,10891.3,9522.7,10140.6,9204.7,15338.3,15285.8,13901.1,17687.2,17294.7,9032.8,10280.0,10892.1,8246.1,16395.7,1803.6,13058.9,10823.5,9459.1,13167.6,10416.5,2885.2,8452.8,14090.2,16019.3,12362.0,11563.3,15276.7,9091.9,12138.9,11520.9,412.7,10278.2,10586.5,9588.0,12012.0,12936.7,10644.8,13142.6,9081.4,14540.3,14594.5,14679.5,12208.0,1059.7,14194.4,5288.0,2968.7,15533.9,5971.8,10005.6,8255.6,2435.3,13895.7,11615.0,10671.5,11561.1,13176.3,2825.8,9538.3,2826.2,3016.3,2804.0,4764.9,2990.2,9663.0,9842.9,10608.6,13508.4,7997.6,10480.8,15999.4,8412.8,17832.2,2804.2,10182.5,9953.5,12517.4,14647.1,12860.4,13295.0,13042.9,8622.6,17355.7,12697.7,3771.2,9628.6,9435.3,12327.3,14747.1,13824.0,13832.3,16550.5,16220.3,9761.9,9501.3,10187.2,3028.8,9927.3,11790.7,13312.2,2010.9,10575.1,2614.5,13336.1,10948.0,14239.8,8471.2,2668.4,6221.8,13319.0,11904.1,2575.0,16397.4,10192.6,14324.4,13206.9,13423.1
Equatorial Guinea,6944.6,4486.9,3060.1,18607.5,4611.6,1652.1,8198.5,8055.6,8728.1,5515.6,8917.4,13439.2,5098.9,5686.4,9703.0,5087.8,8932.2,7788.6,5995.4,5442.0,10894.6,1221.6,8509.1,8959.8,8347.4,8728.9,4739.0,3080.5,7075.6,6903.1,8365.7,11607.6,4796.6,1753.5,2256.1,10491.2,673.4,11463.0,4080.7,10043.7,1305.3,1787.4,9379.6,10260.7,10644.8,9686.8,9401.2,4006.4,17589.0,10428.4,1871.1,4837.8,9747.7,8810.7,4414.5,5360.9,1424.7,6055.8,3741.1,7999.1,8949.5,9852.3,3545.5,10964.1,0.0,3570.2,6445.4,3860.5,3447.7,8778.7,6836.6,17979.9,6811.2,5000.9,17180.5,7970.5,309.8,3104.4,5583.0,5488.0,1432.5,4143.9,4307.6,8607.2,8007.5,14744.3,11091.2,5438.4,2391.9,3025.4,7696.1,9173.7,10668.7,11367.8,5121.5,7407.1,7734.9,11540.4,5675.5,4935.7,5986.0,5985.1,4157.5,4460.8,9703.0,13204.5,5402.1,4213.8,7457.0,3081.8,19790.6,4658.4,4989.0,7777.3,10188.2,6255.8,4450.7,3952.5,2249.5,2831.2,5043.6,6060.6,5352.2,11312.5,4597.7,3124.1,10194.8,7002.8,2352.6,3819.7,17699.7,3144.3,5700.5,12254.7,15512.1,5363.8,4672.1,10149.4,4637.5,8095.0,3801.9,3563.2,9503.1,2864.8,17437.1,8348.8,5614.8,16602.9,15392.3,10571.2,1781.2,840.5,18078.7,16169.7,12160.6,4572.9,14679.2,6525.9,5411.5,6979.6,13770.5,4255.6,10106.9,14870.2,7926.2,9529.3,12304.6,14817.8,5633.2,4582.2,8570.5,5110.9,652.8,5112.9,10113.8,2218.0,8171.5,3600.2,8162.4,7947.9,8196.6,8112.2,7976.4,18640.7,4689.9,437.8,4484.4,3067.2,4811.8,5078.4,2556.7,10409.6,8195.9,5288.1,4951.9,16586.9,4010.8,3809.6,12343.6,2405.2,4525.3,7843.8,2524.7,7374.0,6525.7,5008.4,4726.2,12040.2,7416.8,2876.3,10045.3,12846.2,1299.5,19163.7,17765.8,7959.8,3569.4,4849.6,6481.2,9128.2,18507.2,8392.2,2450.9,5552.7,5279.1,6084.5,11313.3,7886.2,6982.8,17052.2,8544.5,10837.7,18442.7,4470.1,2538.5,3081.4
Eritrea,3489.7,3445.3,4174.9,16814.7,4737.3,3787.9,10801.5,10713.7,12203.6,2805.3,11708.7,11115.0,4274.0,2868.5,11889.2,1640.8,5367.1,10611.4,4398.2,5037.6,13314.4,4122.5,10435.2,5390.4,11874.1,11544.0,3812.1,4463.8,10602.2,4266.2,10951.5,8270.8,3346.0,4477.6,2322.1,7028.9,3113.2,11496.2,6813.8,12453.4,2265.4,2259.9,12897.3,6743.8,7800.1,6980.2,12447.7,3025.9,17858.4,13221.2,5010.1,4041.2,12094.9,11621.5,2299.2,4426.6,2909.7,5232.9,479.7,10726.3,11486.2,13071.5,1590.1,13532.7,3570.2,0.0,4971.8,4700.5,672.0,11958.1,6350.0,15715.7,5307.9,4900.3,19012.9,7711.0,3569.1,5931.3,3027.3,4774.1,4515.0,5031.8,3176.9,8145.5,10855.7,11189.6,13552.2,5393.2,5397.4,5947.8,10808.6,11684.2,13207.0,7802.7,4012.1,7042.9,4185.2,8338.4,2373.2,2037.0,5947.1,5778.1,1827.7,3946.2,12208.0,9766.6,5350.7,1744.1,4412.1,1694.1,16643.3,3535.3,1753.3,4432.9,6643.4,4802.3,2106.0,5108.7,5456.2,2647.3,4513.2,4643.7,4897.2,7748.4,3834.2,3202.1,6910.1,3898.2,4674.5,3415.5,14129.7,5386.5,4384.3,14083.6,11999.8,3726.6,4406.6,6825.0,3621.1,10764.2,5083.7,3772.4,5946.5,4814.5,14004.8,4783.1,5108.1,14288.7,14847.3,13222.2,3393.1,3448.9,16853.4,14511.7,8744.7,3405.1,11109.4,5625.8,1842.9,3454.5,10311.9,1914.2,12971.4,11718.1,11495.9,12931.6,8804.7,18320.5,4469.0,5374.2,11153.2,1637.7,3138.3,3681.2,7243.3,2185.4,10789.3,6944.9,10803.1,10736.4,10805.7,9241.0,10798.9,16596.8,4105.1,4006.7,1112.3,5822.2,3658.1,2797.4,5655.7,7192.3,10806.4,4142.9,4138.2,13540.9,1312.7,5373.2,8859.7,1303.6,5048.5,4536.6,1064.4,10526.8,5276.6,4564.7,2175.2,8470.3,4043.7,2443.5,6542.3,9842.1,4299.5,16526.0,16280.9,10867.5,3675.8,2672.8,3269.5,11521.7,15354.9,10980.1,1734.8,3765.7,1735.5,5784.7,12585.0,11417.4,3759.8,14376.0,11572.0,7348.2,16054.4,938.6,3396.1,3957.5
Estonia,4166.4,1969.7,3844.0,14926.9,2411.9,7763.5,8185.8,8220.2,13475.5,2501.4,9114.5,13450.4,1414.9,2599.7,8348.5,4143.9,6365.7,8449.9,573.7,1595.5,9678.3,5798.0,6991.0,6023.1,11456.8,9047.7,1709.0,8967.8,10605.8,8318.0,8257.5,9562.4,1764.7,5605.3,6884.4,8242.4,5785.3,6570.3,6191.4,9040.6,5777.2,4816.5,13670.4,6085.5,10455.6,10130.2,10113.2,7996.2,15837.9,10147.6,6235.4,1642.8,8700.5,9091.6,2681.9,1156.0,6950.2,964.8,5396.3,8348.7,8542.1,10942.6,3558.6,10028.8,6445.4,4971.8,0.0,9451.3,5642.1,14408.5,1786.7,14890.9,373.1,2055.3,15439.1,12622.8,6691.7,6023.8,2214.9,1243.3,6041.9,3334.2,2182.8,3262.2,8656.6,10358.8,9903.2,2053.2,6141.3,6183.1,9196.3,8639.0,9754.7,7857.3,1324.2,2374.2,6011.6,10017.5,3614.1,3145.6,2128.9,1871.1,3151.3,2053.5,8997.3,7829.1,2046.2,3227.8,2970.6,6598.4,13764.2,1801.8,3680.5,3941.1,7420.5,192.6,2866.2,9779.1,6494.6,3635.0,1635.3,387.7,1563.4,7843.3,8805.6,8008.3,8853.9,7415.9,5133.3,2637.0,12117.2,5068.8,9246.3,9699.1,11234.6,1264.4,2046.3,5155.8,1810.1,8272.4,3831.3,8616.7,6851.5,9057.6,12760.3,5580.5,1435.0,14772.8,17124.8,9925.5,4756.6,5666.5,15451.5,15678.1,6934.2,1903.3,10003.8,956.5,4802.3,4579.2,10406.0,3059.8,10100.9,12248.6,11833.4,11454.7,9181.9,15665.0,830.9,3178.3,8387.6,4223.5,6572.8,1407.8,4198.2,6725.9,8202.3,9723.7,8249.5,8466.4,8198.8,5281.1,8570.8,14828.7,1843.8,6675.7,4169.4,5879.1,1645.1,7520.6,6378.1,9230.5,8201.5,1158.5,1539.8,13396.4,6203.5,9881.6,7352.5,5762.6,2857.1,7330.7,5093.8,9116.7,400.3,1723.6,2839.7,8122.1,3934.4,7256.1,7702.0,11464.8,5914.3,14315.1,15545.4,8781.6,2977.9,2302.8,3284.1,8356.9,13834.1,8280.0,6377.7,1206.8,4524.2,1752.2,8071.6,12528.9,3348.7,14281.5,9494.1,8294.1,14699.6,5156.7,7954.3,8609.4
Eswatini,7709.1,7582.6,6827.0,14928.2,8238.7,2215.8,11335.6,11159.7,8641.3,7505.1,11754.0,9908.7,8373.2,7566.7,12990.3,6157.8,8425.3,10758.7,8894.8,8937.1,13792.7,5063.8,12082.8,8692.4,9705.6,11567.0,7925.2,829.6,8673.9,4827.5,11496.4,9570.0,7692.4,5581.7,2567.1,9043.3,4280.2,15311.3,7623.1,13097.0,3837.9,4844.1,9407.6,10289.4,7940.2,6983.9,11810.4,2078.0,14584.0,12999.4,5492.8,8101.0,12900.4,11641.0,6826.5,8602.4,2694.6,9405.4,4410.0,11042.0,12046.3,11870.1,5902.9,13693.0,3860.5,4700.5,9451.3,0.0,4064.8,7802.8,10384.0,14119.5,9816.6,8580.3,15112.8,4112.1,3552.4,6719.2,7718.8,8849.3,5182.3,7939.4,7330.4,12243.5,10916.4,12976.9,13909.2,9068.1,6006.1,6589.5,10293.8,12263.2,13487.8,10412.8,8248.2,11029.5,7310.2,9224.8,6936.5,6737.4,9650.0,9592.2,6381.0,7818.2,12719.6,13137.9,9027.4,6340.1,8984.1,3012.3,16055.2,7729.8,6410.6,8727.4,9222.8,9263.8,6698.4,466.9,5722.5,6044.8,8452.3,9079.8,8819.3,10350.9,1799.0,1498.4,8301.2,5565.5,6204.5,7142.8,15258.6,6970.0,2746.5,15405.0,13272.7,8193.6,8159.5,10889.3,7764.9,11182.9,7642.1,965.0,8775.0,1369.9,14393.6,8281.7,9079.4,12807.8,11643.5,13285.0,5498.2,4646.0,14465.0,12309.5,12351.7,7609.2,13197.8,9866.3,5933.2,7477.5,11688.5,6483.6,12646.8,11902.6,8876.2,11169.5,10675.1,13903.5,8772.2,8381.4,11676.6,6118.3,3357.8,8051.4,11754.8,2725.5,11298.3,4168.1,11268.8,10933.0,11328.2,11950.3,10919.4,14876.9,8039.8,3979.1,5766.5,6727.8,7883.0,3517.9,6065.8,8331.6,11326.2,8409.8,8217.9,13188.1,3847.8,946.6,12221.2,3695.2,8262.7,6542.2,4359.4,9959.0,9674.5,8452.0,6833.6,11107.5,8339.4,2259.8,8857.0,9999.1,5106.7,15347.1,14000.4,10803.9,7075.9,7259.9,7817.0,12326.7,14806.8,11517.4,3087.8,8295.4,6028.7,9663.3,14954.3,8238.0,8256.8,13337.4,11132.1,9434.6,14586.3,5007.2,1529.6,864.5
Ethiopia,3909.6,4072.1,4571.1,16651.8,5294.3,3366.4,11110.6,11007.5,11867.0,3455.5,11979.3,10772.6,4906.3,3505.3,12308.2,2145.1,5532.7,10858.9,5068.4,5654.0,13706.5,4192.8,10879.5,5612.2,11792.6,11805.5,4440.6,3885.3,10522.1,3880.6,11266.9,8209.4,3999.5,4608.7,1814.4,7046.5,3105.1,12153.2,7025.5,12833.5,2173.7,2465.6,12589.9,7055.7,7539.5,6667.5,12643.3,2354.5,17475.2,13511.8,5070.8,4665.5,12483.4,11885.2,2965.8,5069.4,2538.7,5881.3,375.2,11002.0,11821.5,13200.9,2206.6,13891.6,3447.7,672.0,5642.1,4064.8,0.0,11490.7,6992.7,15509.3,5979.4,5486.1,18593.9,7058.6,3385.9,6098.9,3686.1,5408.6,4569.7,5505.6,3802.0,8802.3,11098.8,11306.0,13938.6,5986.2,5505.3,6092.3,10963.6,12028.7,13568.2,7955.1,4658.3,7685.8,4316.6,8212.4,2914.8,2686.3,6551.1,6393.0,2494.3,4542.2,12561.7,10106.2,5943.3,2414.4,4973.1,1053.6,16741.2,4171.4,2348.8,4895.0,6753.8,5471.6,2777.0,4485.0,5510.3,3104.7,5127.9,5311.2,5514.6,7897.8,3165.6,2569.8,6813.2,3679.5,4896.6,3975.0,14276.3,5658.0,3759.5,14607.0,12065.2,4393.7,4993.8,7256.5,4251.3,11055.8,5503.3,3123.8,6083.2,4284.7,14026.6,5032.2,5733.9,14019.3,14324.5,13553.9,3627.0,3496.0,16582.3,14134.5,9108.2,4040.8,11271.2,6282.4,2146.0,3808.1,10332.5,2583.0,13236.0,11602.6,11322.3,12958.7,8857.1,17868.6,5125.3,5873.3,11472.3,2121.5,2923.8,4339.6,7796.5,1699.8,11094.5,6609.2,11102.6,10995.3,11113.3,9781.9,11048.9,16445.4,4713.1,3882.9,1702.9,6003.5,4299.5,2260.2,5745.9,7064.2,11113.6,4793.6,4766.4,13418.5,769.8,4777.4,9178.6,1042.8,5570.1,4435.2,1195.3,10663.9,5943.3,5173.3,2845.4,8646.7,4500.2,1824.6,6598.0,9655.9,4361.1,16481.7,15983.9,11092.7,4185.6,3344.5,3812.2,11891.0,15312.5,11295.5,1250.4,4436.5,2126.4,6407.0,13158.3,11139.0,4285.5,14184.2,11765.4,7390.2,15900.3,1124.1,2832.5,3354.0
Falkland Islands,15395.2,12844.1,10662.7,10130.0,11996.9,8170.7,7763.7,7630.9,1520.8,14292.7,7196.4,11368.8,13062.9,14465.0,8688.1,13598.0,15971.8,7199.8,14223.5,12838.8,8143.1,8965.6,9332.2,16332.1,3955.4,7137.2,12931.8,7698.4,4221.4,12091.3,7794.2,14738.0,13276.3,9007.1,9677.3,15437.2,9425.4,12713.1,8260.2,8160.7,9930.0,10558.0,2030.0,17818.4,12963.8,12563.9,6401.9,9880.8,8855.5,7204.4,8335.3,12897.0,8314.7,7145.2,13167.8,13296.4,9057.0,13543.0,11865.8,7447.7,7881.5,5805.7,12324.2,7800.6,8778.7,11958.1,14408.5,7802.8,11490.7,0.0,13432.6,10543.2,14655.7,12358.6,8475.1,7805.1,8650.0,8388.3,14341.8,13165.5,8638.3,11075.2,12769.7,13764.9,7099.7,15229.8,8055.6,12447.0,8334.0,8232.6,6278.4,7937.1,7859.8,16695.7,13291.6,13406.9,15034.6,14143.7,14316.0,13695.0,12600.6,12810.1,12936.1,12486.4,7934.4,17779.4,12442.5,12990.8,16233.8,10518.0,11018.1,13003.4,13649.6,16384.1,16132.3,14273.3,13225.4,7336.0,8010.7,11413.6,12785.6,14119.1,12852.8,16665.8,9463.1,9121.8,14459.3,13080.2,9372.9,12076.2,13245.5,9345.1,9964.4,9349.3,14372.3,13797.4,12384.8,18692.0,12926.4,7596.9,10577.3,8737.5,16078.0,7223.2,12768.9,16038.9,13016.0,10838.0,8470.4,7580.1,10075.7,9341.4,9682.4,9926.7,18623.1,12971.0,15601.2,13840.2,13601.4,15235.3,14928.1,13033.6,6988.1,13189.8,3148.5,4930.9,15686.1,6385.2,13644.5,11260.7,7786.5,13589.3,8984.4,13495.2,18587.7,9798.5,7727.1,5178.4,7667.1,7280.4,7747.6,10945.9,7178.7,10299.0,12656.9,8408.1,13049.4,8534.1,13122.8,11276.0,8079.2,14201.5,7744.0,13420.7,12973.3,12214.5,11536.2,6908.9,18147.7,10661.8,11557.9,13945.0,11103.4,6183.0,14228.4,12691.5,13504.7,16884.8,15990.2,9758.9,15663.3,13263.2,8811.7,10717.5,9807.0,6925.0,11625.2,13580.1,15191.0,8228.3,11532.1,7786.4,10252.7,14026.2,13616.2,12955.3,10458.2,2162.5,15694.3,11320.6,6486.2,15679.4,10605.0,12591.9,8692.4,8280.0
Faroe Islands,5950.9,2931.4,3815.9,14551.6,2225.4,8387.3,6487.9,6540.5,12226.4,4213.9,7388.6,14995.2,2095.2,4339.2,6562.7,5809.2,8080.6,6818.2,2229.6,1446.8,7894.9,5884.1,5221.5,7715.9,9982.1,7336.4,2563.6,9750.4,9311.0,10040.3,6545.4,11144.7,3011.6,5528.4,7886.4,9887.1,6253.7,5180.2,5271.5,7255.1,6547.7,5540.5,12262.8,7548.1,12200.2,11912.7,8388.2,9287.6,15034.2,8365.9,6032.2,2351.3,6917.0,7374.4,4092.5,1923.8,7710.8,1126.0,6813.1,6683.0,6791.5,9215.0,4790.7,8243.4,6836.6,6350.0,1786.7,10384.0,6992.7,13432.6,0.0,14948.0,1698.3,1838.9,14295.7,14046.0,7128.7,5420.2,3930.6,1592.5,6005.7,2866.2,3201.6,1868.8,7007.5,11293.4,8121.5,1409.3,5769.6,5599.6,7629.6,6877.1,7968.1,9310.5,2338.3,693.2,7793.1,11643.7,5354.3,4768.6,947.7,864.0,4551.3,2577.2,7219.4,8688.6,1442.4,4660.1,4681.9,7827.5,13337.6,2822.4,5328.0,5661.2,9045.7,1854.8,4327.9,10621.7,6157.7,4341.5,1943.0,1920.8,1566.7,9306.7,10115.2,9074.5,10568.7,9175.8,4926.8,3246.7,12348.6,4551.6,10730.7,8003.7,12076.2,2735.7,2226.3,6472.8,2748.6,6590.7,3346.2,9684.1,8529.5,9674.4,13177.1,7315.8,1311.0,15415.3,17665.4,8139.4,5056.2,5997.2,15066.2,16333.4,7957.1,2952.9,10888.6,840.3,6501.9,6365.1,11627.9,4481.1,8329.4,13389.8,10506.8,9787.7,10596.1,13986.9,1916.2,2503.7,6661.6,5891.9,7153.0,2697.5,5172.0,7733.8,6508.2,9540.2,6558.9,6814.0,6501.8,3495.9,6920.7,14531.8,2364.3,6939.1,5731.1,5295.9,2693.3,9066.2,5942.8,10943.1,6504.7,2213.6,2242.3,14111.2,7648.9,10593.1,8425.7,6859.4,2393.5,9117.2,6195.9,7598.9,1386.9,1934.5,4389.1,9452.2,5691.5,8373.6,9367.8,12990.4,5945.6,14004.0,15393.3,7146.6,3325.7,3819.5,5070.7,6589.7,13913.6,6566.3,7470.1,2796.3,6212.2,752.9,6390.3,11345.9,5123.1,14816.9,7826.6,9892.2,14605.3,6715.7,8855.5,9519.5
Fiji,13008.0,16637.9,18715.4,1150.5,17117.8,16330.0,13425.0,13538.3,11068.8,14921.6,12578.6,4821.0,16305.5,14711.7,12079.3,14647.7,10648.3,13700.8,15204.4,16213.8,10763.6,19144.2,13387.5,10752.5,12217.3,12753.7,16524.1,14903.5,13435.1,11667.4,13264.3,7487.2,16202.2,19513.6,16011.0,8798.0,18287.2,10579.2,17531.4,11638.9,17440.0,17964.3,10582.2,9802.6,7969.8,8854.9,11897.7,14209.5,2249.9,11043.7,18874.7,16518.3,11969.1,12673.7,16072.4,16046.5,16668.3,15518.3,15353.4,13552.6,12695.2,11280.5,16600.5,10622.4,17979.9,15715.7,14890.9,14119.5,15509.3,10543.2,14948.0,0.0,14562.4,16706.1,3316.3,10010.6,17671.4,18413.2,14972.2,16044.5,19047.9,17787.3,16704.2,13294.0,13460.8,5052.3,10543.7,16351.7,18794.4,18371.3,13544.7,12479.9,10939.4,8317.8,16146.7,14455.0,11708.9,7381.9,14317.9,15232.8,15863.3,15811.5,16099.1,16935.1,11942.3,7271.9,16381.4,15984.6,13031.4,15426.4,1953.1,16477.0,14939.3,12422.8,9323.9,15061.2,15914.2,14037.6,18537.7,17889.7,16487.2,15242.4,16268.5,8361.2,13522.0,14961.7,8816.1,11845.7,19652.3,17405.6,2774.5,18832.5,12474.3,9574.8,4141.5,15684.1,16899.6,10282.3,16548.8,13491.5,18198.5,14466.9,10041.4,15168.1,2242.5,11378.8,16025.8,1530.9,2730.9,10980.7,19104.7,18719.9,1168.6,1811.1,8275.7,16511.2,5291.0,15077.1,14090.0,12829.1,5609.8,16035.6,11323.6,4024.4,12331.8,11358.9,7128.6,5578.3,15716.8,17370.1,13057.3,14593.1,17430.9,15984.3,10794.5,16103.5,13444.0,15385.2,13440.0,13563.6,13423.4,13928.9,13510.9,963.2,16733.7,18031.3,15212.6,18529.4,16352.6,13430.8,18513.1,8525.4,13423.4,16000.4,16424.0,2222.8,14779.4,14217.0,7955.6,16400.9,17339.3,11180.9,16695.5,13822.6,14927.9,16554.4,15607.4,7760.3,12708.6,15369.0,9326.7,5876.2,19111.1,1267.2,762.4,13463.8,17841.0,15749.5,13723.5,12582.1,1064.9,13236.0,16054.8,15456.1,14317.5,15691.4,10664.7,12019.8,13275.0,1339.7,12775.4,8522.0,482.1,14792.6,15482.5,14908.1
Finland,4283.1,2341.0,4163.9,14565.3,2681.2,8136.5,8174.1,8219.5,13652.5,2758.5,9083.8,13393.2,1752.9,2835.4,8237.5,4410.1,6385.4,8475.1,924.1,1817.1,9534.1,6142.8,6917.6,6026.0,11554.8,9027.8,2072.4,9339.1,10758.1,8535.2,8236.4,9510.1,2135.4,5934.6,7250.2,8218.4,6152.9,6267.6,6406.8,8930.6,6150.2,5189.2,13799.8,5974.7,10502.1,10230.4,10083.7,8333.8,15464.9,10049.6,6555.3,1992.9,8598.8,9067.5,3028.6,1489.4,7323.0,1119.8,5724.1,8356.2,8489.8,10911.3,3918.9,9891.8,6811.2,5307.9,373.1,9816.6,5979.4,14655.7,1698.3,14562.4,0.0,2303.0,15076.4,12923.2,7059.8,6291.1,2474.4,1515.3,6377.4,3589.1,2555.8,2996.4,8673.5,10127.2,9753.9,2227.4,6441.2,6454.6,9252.5,8574.6,9627.7,7749.3,1690.2,2211.1,6113.6,9986.7,3839.1,3437.5,2205.4,1957.8,3495.3,2397.6,8908.8,7572.0,2227.2,3566.1,2984.5,6947.5,13397.2,2173.7,3958.1,3963.6,7384.7,565.7,3202.7,10147.8,6800.8,4005.5,1936.5,760.1,1809.3,7738.9,9138.4,8368.1,8875.0,7605.0,5445.8,2997.4,11792.2,5340.9,9546.5,9472.5,10989.9,1624.0,2351.3,4990.9,2179.3,8270.7,4092.9,8975.3,6845.3,9430.7,12459.5,5617.6,1640.1,14517.4,16892.0,9810.6,5112.1,6027.3,15091.4,15434.7,6704.6,2276.1,9761.2,940.2,5047.2,4702.8,10238.1,3401.3,10022.9,12069.4,11981.2,11465.5,9064.8,15406.4,1183.0,3396.8,8356.5,4487.8,6944.6,1779.4,3939.1,7091.7,8193.0,10059.7,8242.4,8481.2,8187.6,5178.1,8586.9,14471.3,2181.6,7035.7,4472.1,6148.4,2016.8,7811.8,6671.4,9250.1,8190.5,1523.3,1885.8,13141.9,6522.7,10253.7,7135.9,6125.2,3100.4,7463.9,5457.8,9192.1,432.8,2016.3,3157.4,7975.0,3996.4,7613.7,7689.3,11393.8,6255.2,13955.0,15202.3,8805.8,3322.9,2635.1,3430.4,8285.9,13501.7,8257.9,6739.2,1545.6,4776.9,1824.5,7843.6,12718.7,3439.7,14006.0,9502.2,8246.5,14356.2,5454.3,8323.0,8977.0
